"address","totalClaim","bought","gasRefund","refundedTxs","totalClaimRaw"
"0x6b0e004266b722d05b3f79a573efe9c44bb909cd","28515.642115445127","27115.018359457531","1400.623755987596",2,"28515642115445127"
"0x86f0f2c5500420cc751af409b3a8a24bc5ddfe45","133136.602283913622","128815.719790858612","4320.88249305501",4,"133136602283913622"
"0x93123e0394ca6323611c910957553876a9629571","9711.058991993891","9124.982207943617","586.076784050274",1,"9711058991993891"
"0xba87af3ae788b0e97536592f49d8e2824c011553","12984.040405566923","11686.003837583242","1298.036567983681",2,"12984040405566923"
"0xe3a656b2d84b391f4c1a8d8ab53f05c9c98c76a8","11917.663954701673","10679.435389658845","1238.228565042828",2,"11917663954701673"
"0x72ea125dae279a481afd0af45afb1c6209224b4a","358053.915261725769","357047.653078242463","1006.262183483306",2,"358053915261725769"
"0xa80a99987b81d4e2090f9b4a2a789ee13f2d2a8e","23005.334184925313","21657.788991398562","1347.545193526751",2,"23005334184925313"
"0x2792453292fdd1d52594a783f131462f12bde7e5","183501.449505474566","181253.083431701651","2248.366073772915",3,"183501449505474566"
"0x872a95acc5fdddd76c444dedec1effb131afda7f","6739.484349944142","6206.750517585947","532.733832358195",1,"6739484349944142"
"0x652022b1f234aa39f5dd7a5ff1162574fd4a9646","13289.578960013101","12394.768069921551","894.81089009155",1,"13289578960013101"
"0x5f071f2ce06084811be5b2ef2e9d2773f53d32cb","43444.81780562684","41229.448914107846","2215.368891518994",2,"43444817805626840"
"0xb9888dd3fa1069220ed53089230cb543d13526e6","35586.414263624233","34126.692559747963","1459.72170387627",2,"35586414263624233"
"0xe764cbbd0cf7fe67095bf13a118fa4b577945d6b","8162.296307886648","7306.907608670539","855.388699216109",1,"8162296307886648"
"0x5d8b5ecc36c110420fb7dd1a6695d65c7cc4d807","6724.380031522506","6188.377893444322","536.002138078184",1,"6724380031522506"
"0x8d36e1c11acc474a8f852ab3e931e7db82c93a5b","19812.099594541743","18770.285139292071","1041.814455249672",2,"19812099594541743"
"0xb27ad28f060acd52b01a8d16f379c698459d89ce","16492.816819867553","15449.785720987833","1043.03109887972",1,"16492816819867553"
"0x301481d22a64e7dea6c44c68ad3030a4132c81c3","11959.116025774279","9856.063168920713","2103.052856853566",2,"11959116025774279"
"0x213f6b2680dce3e4d0924acff3e4e34520ef9ba1","78632.366193480755","72895.232169760188","5737.134023720567",6,"78632366193480755"
"0x0c40a880ab0c51f17b62405bc0c6173e9f11d3cd","32361.974462359612","30133.115440628639","2228.859021730973",3,"32361974462359612"
"0x9d2beea6625c1991c796c498b93842d9e09cb6d6","74581.486118034373","71849.594915108234","2731.891202926139",2,"74581486118034373"
"0x5b9e49d85aafe77c192d4f03b58d7c3e40ffc08b","28607.73447623033","26888.038548349835","1719.695927880495",3,"28607734476230330"
"0xd2be76743fe4ddc1bf8caed6b122969e31529e25","41162.287263434331","39223.632139108514","1938.655124325817",3,"41162287263434331"
"0xa6f8f43b44011e5ff0ba15d8a4b678a8a81cce23","11365.261087421583","10674.912973693653","690.34811372793",1,"11365261087421583"
"0x8a089e873a99aa35846b5136724799c24f8e5887","6437.578710949753","5289.719112323129","1147.859598626624",2,"6437578710949753"
"0x86a529f970a530c22392c8e920a745030838737f","5792.265477104779","4337.511576035695","1454.753901069084",1,"5792265477104779"
"0x34eff58803541d210a7694137d5b9717b73b68ac","27939.59918251287","27249.25106878494","690.34811372793",1,"27939599182512870"
"0x4468dca9fce9f4c5b39851de46af225b7e24e11c","65342.905395838442","63295.745327262075","2047.160068576367",2,"65342905395838442"
"0xead17040b9a9c489cfa8357b02923e7bc551b4ce","3313.319498859664","2727.24271480939","586.076784050274",1,"3313319498859664"
"0x03d6968f256d052e9e7777361c3ae4bd266088af","4971.383008542787","4343.969166509552","627.413842033235",1,"4971383008542787"
"0x42a1c589f45089650119a1c24a763b668e7219c6","7285.099791128846","4668.726542416657","2616.373248712189",4,"7285099791128846"
"0xeb73058499ed6ec323c4da4ac6769844c30bd9a8","161891.635708641998","158438.147162773379","3453.488545868619",6,"161891635708641998"
